NSN,Description,Unit of Measure,Total Quantity,Kit Count,Unit Price,Accountability Code,Source,Is Kit,Kit Membership
6515-21-893-9766,SUPP KNEE X-ACTION (XL ),EA,12,1,16.38,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x12"
6515-21-893-9768,"SUPP ANKL SPIR( M) 9.0""",EA,12,1,11.37,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x12"
6515-21-893-9769,"SUPP ANKL SPIR( L)10.0""",EA,12,1,11.6,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x12"
6515-21-895-1456,MASK ADULT MED W/TUBE,EA,12,1,1.1,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x12"
6515-21-896-0874,HANDGRIP CRUTCH (CLOSED),PR,3,1,1.19,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x3"
6515-21-896-0917,BANDAGE SCISSORS 14.6CM,EA,1,1,1.21,C,WHSE,,FIRST AID KIT GENERAL PURPOSE NO.1 FOR 1 TO 9 PERSONS (6545-21-111-8439) x1
6515-21-896-3208,TOURNIQUET QUICK-RELEASE,EA,1,1,18.8,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-21-897-5565,OTOSCOPE HEAD (3.5V),EA,2,1,122.28,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x2"
6515-21-897-5566,TRANSFORMER (WALL) 3.5V,EA,1,1,389.33,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-21-897-9278,"LARYNGOSCOPE, BLADE, MACINTOSH, SIZE 3, FIBEROPTIC, REUSABLE, CLOSED SYSTEM",EA,1,1,384.22,D,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-21-897-9449,HANDLE LARYNGOSCOPE,EA,3,2,229.24,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-21-902-2389,STYLET CATHETER-TUBE 14FR ENDOTRACHEAL TUBE MALLEABLE ALUM W/PLASTIC SHEATH STERILE F/5-10MM LF,EA,3,1,3.1,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x3"
6515-21-911-2480,"NOZZLE, FOR ENDOTRACHEAL XYLOCAINE 6505-20-002-2287",PG,1,1,102.77,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1"
6515-21-911-2645,INHALER ASST DEVICE ADLT,EA,4,1,17.85,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x4"
6515-21-913-9362,TIP SUCTION W/O VENT,EA,2,1,1.32,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-22-121-0337,RESUSCITATOR (AMBU),EA,3,2,694.33,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-22-627-0841,"BLADE, LARYNGOSCOPE, CHANNELED, SIZE 3 USED WITH 6515-CF-002-8652",EA,1,1,53.33,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1"
6515-33-218-1647,"SUPPORT ELBOW, UNIVERSAL",EA,12,1,28.13,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x12"
6515-99-154-1005,COMFORT SPACE COVER,EA,1,1,455,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-99-361-3111,"AIRWAY, SUPRAGLOTTIC, SIZE 2.0, SMALL PAEDIATRIC, 10-25KG",EA,1,1,16.45,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1"
6515-99-371-2040,"AIRWAY, SUPRAGLOTTIC, SIZE 1.5, INFANT 5 - 12KG",EA,1,1,16.44,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1"
6515-99-391-2691,"AIRWAY, SUPRAGLOTTIC, SIZE 2.5, LARGE PAEDIATRIC 25 - 35KG",EA,1,1,16.8,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1"
6515-CF-000-4976,TRAY DRESSING DISPOSABLE,EA,4,1,1.09,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x4"
6515-CF-000-5736,ANOSCOPE CLEAR PLASTIC,EA,4,1,0.97,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x4"
6515-CF-000-7807,FILTER I.V. 0.22 MICRON,EA,2,1,5.38,C,WHSE,,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x2"
6515-CF-000-7810,EXTRACTOR SKIN STAPLE,BX,1,1,98.41,C,WHSE,,"TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x1"
6515-CF-001-1378,"TUBE KIT, STOMACH, SURGICAL. 16 FRENCH",EA,3,1,1.09,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x3"
6515-CF-001-2452,CATHETER SUCTION 8FR,EA,2,1,0.45,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-CF-001-2659,LIGHT HEAD ANOSCOPE,EA,1,1,1143.88,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-CF-001-3749,STAPLER DISPOSABLE 35MM,BX,1.16,2,109.09,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x0.16; TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x1"
6515-CF-001-4008,MASK OXYGEN (ADULT),EA,37,1,1.62,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x37"
6515-CF-001-5108,CATHETER 5FR (INFANT),EA,2,1,0.99,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-CF-001-5205,"ADAPTER -PRN 3/4""SHORT",BX,0.6,1,37.06,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x0.6"
6515-CF-001-6355,DESK CHARGER WELCH ALLYN,EA,2,1,1375,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x2"
6515-CF-001-6515,VALVE ONE-WAY RESUS,EA,51,3,2.44,D,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x20; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x30"
6515-CF-001-7300,"CRUTCH AXILLARY (ALU) ADULT-REGULAR 5'2"" TO 5'10"" PUSH-BUTTON ADJUSTABLE COMPL W/TIPS UNDERARM PADS AND GRIPS",PR,3,1,38.59,D,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x3"
6515-CF-001-7449,TAPE COLOUR-CODED PEDIAT,EA,5,1,3.8,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x5"
6515-CF-001-7496,HOLDER/ET-TUBE RESTRAINT,EA,1,1,2.71,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-CF-001-7498,STRAPS ELASTIC ANKL/THIG,PR,2,1,37.27,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-CF-001-7547,TRANSDUCER 'DURASENSOR',EA,1,1,191.25,D,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-001-7638,"BLOOD KT SAFLOK 21GX3/4""",EA,106,4,1.22,C,WHSE,,"TREATMENT KIT, BLOOD COLLECTION (6545-20-A0U-8757) x50; TRANSIT UNIT MEDICAL SPECIMEN FATAL ACCIDENT (6545-21-912-4986) x2; TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x50; TRANSIT UNIT MEDICAL SPECIMEN NON-FATAL ACCIDENT (6545-21-912-4985) x4"
6515-CF-001-7899,(D)NEEDLE 30G SHORT MTL,BX,0.05,1,29.95,C,WHSE,,"KIT, R1, DENTAL EMERGENCY, PA/MO (6545-CF-005-0890) x0.05"
6515-CF-001-8134,(D)SYRINGE IRRIGTN 12CC,EA,5,1,0.87,C,WHSE,,"KIT, R1, DENTAL EMERGENCY, PA/MO (6545-CF-005-0890) x5"
6515-CF-001-8241,"SUTURE, NYLON, MONOFILAMENT, NON-ABSORBABLE, SIZE 3-0, 19MM PRIME REVERSE CUTTING EDGE 3/8 CIRCLE NEEDLE, THREAD LENGTH 18IN",BX,1,1,340.91,C,WHSE,,"TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x1"
6515-CF-001-8628,DEPRESSOR TONGUE IND WRP,EA,72,4,0.04,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x10; FIRST AID KIT GENERAL PURPOSE NO.1 FOR 1 TO 9 PERSONS (6545-21-111-8439) x4; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x50; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x8"
6515-CF-001-9052,INDICATOR BIOLOGICAL,EA,100,1,3.06,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x100"
6515-CF-001-9068,CANISTER REUSABLE LSU,EA,5,1,162,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x5"
6515-CF-001-9074,RESUSCITATIOR DISPOSABLE,EA,1,1,17.06,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-CF-001-9134,MOUTHPIECE PEAKFLW ADULT,EA,25,1,1.04,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x25"
6515-CF-001-9272,PROBE AND WELL KIT ORAL,EA,1,1,92.33,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-CF-001-9294,"LUBRICANT, INSTRUMENT",BT,1,1,11.76,C,WHSE,,"TREATMENT KIT, GENERAL SUPPLY (DSC) (6545-20-A0U-8770) x1"
6515-CF-001-9324,IV LINE SET,EA,1,1,8.45,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1"
6515-CF-001-9387,WRIST & THUMB SUPP S-L,EA,2,1,27.68,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x2"
6515-CF-001-9388,WRIST & THUMB SUPP M-L,EA,2,1,27.68,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x2"
6515-CF-001-9389,WRIST & THUMB SUPP L-L,EA,2,1,27.68,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x2"
6515-CF-001-9569,INDICATOR BIOLOGICAL,BX,1,1,263.63,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-001-9815,"PELVIC BINDER, TRAUMA PELVIC ORTHOTIC DEVICE, BLACK",EA,2,1,168,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-CF-001-9911,TRANSFORMER/VAGINAL SPEC,EA,1,1,97.77,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-CF-001-9923,PAPER PRINTER STERILIZER,PG,4,1,5.16,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x4"
6515-CF-001-9930,UNIT DRAINAGE PLEURAL CA,EA,2,1,79.34,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-CF-002-0026,"ELECTRODES DEFIBRILLATOR AED (SET OF 2) ""STAT PADZ 11"" U/W DEFIBRILLATOR AED 6515-01-540-3238",SE,16,2,94.32,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x8; TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x8"
6515-CF-002-0090,READER BIOLOGICAL,EA,1,1,1947,B,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-002-0102,AIRWAY NASAL 26FR,BX,2,1,35.25,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-CF-002-0105,"AIRWAY NASAL 30FR, ROBERTAZZI MODEL",EA,1,1,6.25,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1"
6515-CF-002-0107,AIRWAY NASAL 34FR,EA,1,1,3.05,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1"
6515-CF-002-0114,ADMIN SET IV FLUIDS,EA,4,1,26.03,C,WHSE,,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x4"
6515-CF-002-0119,ELECTRODE ECG 200 SERIES,PG,4,1,5.42,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x4"
6515-CF-002-0282,FILTER AEROSOL FOR LSU,EA,10,2,34.91,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x5; TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x5"
6515-CF-002-0462,"BAG OXYGEN EQUIPMENT, ROYAL BLUE",EA,5,1,556.3,D,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x5"
6515-CF-002-0594,"LARYNGOSCOPE, BLADE, MILLER, SIZE 4, FIBEROPTIC, REUSABLE, OPEN SYSTEM *TRAINING PURPOSES ONLY*",EA,2,1,273.06,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-CF-002-0605,"LARYNGOSCOPE, BLADE, MILLER, SIZE 3, FIBEROPTIC, REUSABLE, OPEN SYSTEM *TRAINING PURPOSES ONLY*",EA,2,1,143,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-CF-002-0608,"LARYNGOSCOPE, BLADE, MACINTOSH, SIZE 2, FIBEROPTIC, REUSABLE, OPEN SYSTEM *TRAINING PURPOSES ONLY*",EA,2,1,143,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-CF-002-0609,"LARYNGOSCOPE, BLADE, MACINTOSH, SIZE 3, FIBEROPTIC, REUSABLE, OPEN SYSTEM *TRAINING PURPOSES ONLY*",EA,2,1,143,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-CF-002-0610,"LARYNGOSCOPE, BLADE, MACINTOSH, SIZE 4, FIBEROPTIC, REUSABLE, OPEN SYSTEM *TRAINING PURPOSES ONLY*",EA,2,1,143,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-CF-002-0614,HANDLE LARYNGOSCOPE F/O,EA,2,1,115.81,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-CF-002-0662,PAPER PORTABLE PRINTER,EA,0.5,1,8.67,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x0.5"
6515-CF-002-0794,CATHETER IV TFL ORG 14G,EA,12,3,7.33,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x5; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x5; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x2"
6515-CF-002-0856,SET EXTEN IV .4ML 15.2CM,EA,63,3,6.09,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x40; TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x20; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x3"
6515-CF-002-0945,SPHYGMOM HAND HELD ANERO,EA,1,1,158.87,D,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-CF-002-1013,CATHETER SUCTION 12FR,EA,5,1,6.44,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x5"
6515-CF-002-1607,MASK OXYGEN ADULT VENT,EA,1,1,1.78,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1"
6515-CF-002-1922,CUTTER CAST ORTHO OSCILL,EA,1,1,2309.32,B,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-002-3035,"ELECTRODE, PEDIATRIC, USED WITH DEFIBRILLATORS 6515-01-540-3238 ZOLL AED PLUS AND 6515-20-A0F-1567 AED PRO.",PR,1,1,145.13,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-002-5080,TRAY INSTRMNT MINOR LAC,EA,9,1,7.58,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x9"
6515-CF-002-5094,INTRDCR TRACH DISP 15FR,EA,4,1,13.6,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x4"
6515-CF-002-6004,POUCH EMPTY NYLON WINDOW,EA,1,1,23.62,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1"
6515-CF-002-6084,MASK HI FIO2 ADUL W/ADAP,EA,5,1,6.54,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x5"
6515-CF-002-6085,MASK HI FIO2 PED W/ADAPT,EA,2,1,9.95,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-CF-002-6093,LANCET MED BLD 21G 1.8MM,EA,210,2,0.24,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x200; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x10"
6515-CF-002-6329,EXTENSION SET LIFE SHLD,CA,10,1,3.31,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x10"
6515-CF-002-6346,INTRODCR TRACH/DUAL LMN,EA,2,1,36,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-CF-002-6356,"ADAPTER SNAP 6"" FOR ECG",PG,1,1,140.01,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-002-6912,OXIMETER CARBON MONOXIDE,EA,2,1,5161.07,B,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-CF-002-7192,"REGULATOR 0-25 LPM, USED WITH RESUS 6515-21-886-4424",EA,8,1,146,D,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x8"
6515-CF-002-7194,NEEDLE BLOOD COLL SAFE,EA,12,2,0.29,C,WHSE,,TRANSIT UNIT MEDICAL SPECIMEN FATAL ACCIDENT (6545-21-912-4986) x6; TRANSIT UNIT MEDICAL SPECIMEN NON-FATAL ACCIDENT (6545-21-912-4985) x6
6515-CF-002-7226,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, POLYISPRENE, SIZE 8.5, CREAM",PR,2,1,1.97,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6515-CF-002-7228,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, POLYISPRENE, SIZE 9, CREAM",PR,2,1,1.97,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6515-CF-002-7242,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 5.5, CREAM",PR,5,1,1.86,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x5"
6515-CF-002-7243,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 6, CREAM",PR,5,1,1.86,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x5"
6515-CF-002-7244,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 6.5, CREAM",PR,5,1,1.86,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x5"
6515-CF-002-7245,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 7, CREAM",PR,5,1,1.86,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x5"
6515-CF-002-7246,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 7.5, CREAM",PR,42,2,1.86,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x40; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6515-CF-002-7247,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 8, CREAM",PR,42,2,1.86,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x40; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6515-CF-002-7248,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 8.5, CREAM",PR,40,1,1.86,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x40"
6515-CF-002-7249,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 9, CREAM",PR,40,1,1.86,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x40"
